memory_trials.thisRepN,memory_trials.thisTrialN,memory_trials.thisN,memory_trials.thisIndex,condition_file,sym_trials.thisRepN,sym_trials.thisTrialN,sym_trials.thisN,sym_trials.thisIndex,trial,square_num,square_pos,square_corr,picture,sym_corr,instuctions_1.started,instuctions_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instuctions.started,instuctions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,polygon.started,polygon.stopped,image.started,image.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,trialselect.started,trialselect.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,6.366432300997985,None,space,1.3151073209992319,5.395699262997368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_04_1751,AY_SymmetrySpanWTrial,2020.2.4,60.1221555943949,
,,,,,,,,,,,,,,,,,,,,,7.700244472998747,None,space,1.2237872710029478,6.750005767997209,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_04_1751,AY_SymmetrySpanWTrial,2020.2.4,60.1221555943949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.016762666000432,None,8.016762666000432,None,10.983348882000428,None,left,2.451097180000943,10.016286669997498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_04_1751,AY_SymmetrySpanWTrial,2020.2.4,60.1221555943949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.983348882000428,11.983695440998417,13.483242403999611,None,space,1.8309969490001095,12.499308743997972,None,,,,,,,,,,,,,,,,,,,001,2021_Aug_04_1751,AY_SymmetrySpanWTrial,2020.2.4,60.1221555943949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.350117612997565,None,-0.1288888888888889,0.09111111111111111,1,0,0,0.0163149945983605,None,,,,,,,,,,001,2021_Aug_04_1751,AY_SymmetrySpanWTrial,2020.2.4,60.1221555943949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.350117612997565,None,space,1.7433591930021066,16.232957747997716,None,,,,001,2021_Aug_04_1751,AY_SymmetrySpanWTrial,2020.2.4,60.1221555943949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21664742899884,None,,,,,,,
