instuctions_1.started,instuctions_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.757218150014523,None,space,2.35505762899993,6.7739290749887004,None,,001,2021_Sep_18_0930,AY_SymmetrySpanWTrial,2020.2.4,59.835590703674846,
